location,city,local,parameter,value,unit
FR15039,Isère,2020-12-16T18:00:00+01:00,pm10,33.1,µg/m³
FR15039,Isère,2020-12-16T18:00:00+01:00,no2,65.2,µg/m³
FR15039,Isère,2020-12-16T18:00:00+01:00,pm25,10.7,µg/m³
FR15039,Isère,2020-12-16T17:00:00+01:00,no2,63.8,µg/m³
FR15039,Isère,2020-12-16T17:00:00+01:00,pm10,35.7,µg/m³
FR15039,Isère,2020-12-16T17:00:00+01:00,pm25,10.1,µg/m³
FR15039,Isère,2020-12-16T16:00:00+01:00,no2,59.2,µg/m³
FR15039,Isère,2020-12-16T16:00:00+01:00,pm25,10.9,µg/m³
FR15039,Isère,2020-12-16T16:00:00+01:00,pm10,38.4,µg/m³
FR15039,Isère,2020-12-16T15:00:00+01:00,pm25,8.2,µg/m³
FR15039,Isère,2020-12-16T15:00:00+01:00,no2,52.7,µg/m³
FR15039,Isère,2020-12-16T15:00:00+01:00,pm10,24.5,µg/m³
FR15039,Isère,2020-12-16T14:00:00+01:00,pm25,9,µg/m³
FR15039,Isère,2020-12-16T14:00:00+01:00,no2,45.3,µg/m³
FR15039,Isère,2020-12-16T14:00:00+01:00,pm10,29.7,µg/m³
FR15039,Isère,2020-12-16T13:00:00+01:00,pm25,8.5,µg/m³
FR15039,Isère,2020-12-16T13:00:00+01:00,pm10,24.3,µg/m³
FR15039,Isère,2020-12-16T13:00:00+01:00,no2,39.6,µg/m³
FR15039,Isère,2020-12-16T12:00:00+01:00,pm10,21.2,µg/m³
FR15039,Isère,2020-12-16T12:00:00+01:00,no2,42.3,µg/m³
FR15039,Isère,2020-12-16T12:00:00+01:00,pm25,11,µg/m³
FR15039,Isère,2020-12-16T11:00:00+01:00,pm25,21.5,µg/m³
FR15039,Isère,2020-12-16T11:00:00+01:00,no2,45.8,µg/m³
FR15039,Isère,2020-12-16T11:00:00+01:00,pm10,28,µg/m³
FR15039,Isère,2020-12-16T10:00:00+01:00,pm25,19.4,µg/m³
FR15039,Isère,2020-12-16T10:00:00+01:00,no2,66.7,µg/m³
FR15039,Isère,2020-12-16T10:00:00+01:00,pm10,29.4,µg/m³
FR15039,Isère,2020-12-16T09:00:00+01:00,pm25,20.6,µg/m³
FR15039,Isère,2020-12-16T09:00:00+01:00,no2,60.1,µg/m³
FR15039,Isère,2020-12-16T09:00:00+01:00,pm10,24.2,µg/m³
FR15039,Isère,2020-12-16T08:00:00+01:00,no2,50.1,µg/m³
FR15039,Isère,2020-12-16T08:00:00+01:00,pm25,15.7,µg/m³
FR15039,Isère,2020-12-16T08:00:00+01:00,pm10,26.8,µg/m³
FR15039,Isère,2020-12-16T07:00:00+01:00,no2,44,µg/m³
FR15039,Isère,2020-12-16T07:00:00+01:00,pm25,14.9,µg/m³
FR15039,Isère,2020-12-16T07:00:00+01:00,pm10,24,µg/m³
FR15039,Isère,2020-12-16T06:00:00+01:00,pm10,21.5,µg/m³
FR15039,Isère,2020-12-16T06:00:00+01:00,pm25,12.7,µg/m³
FR15039,Isère,2020-12-16T06:00:00+01:00,no2,43,µg/m³
FR15039,Isère,2020-12-16T05:00:00+01:00,pm25,17.4,µg/m³
FR15039,Isère,2020-12-16T05:00:00+01:00,pm10,26.1,µg/m³
FR15039,Isère,2020-12-16T05:00:00+01:00,no2,37.8,µg/m³
FR15039,Isère,2020-12-16T04:00:00+01:00,no2,36.1,µg/m³
FR15039,Isère,2020-12-16T04:00:00+01:00,pm25,21.8,µg/m³
FR15039,Isère,2020-12-16T04:00:00+01:00,pm10,20.3,µg/m³
FR15039,Isère,2020-12-16T03:00:00+01:00,pm25,21.2,µg/m³
FR15039,Isère,2020-12-16T03:00:00+01:00,no2,35.7,µg/m³
FR15039,Isère,2020-12-16T03:00:00+01:00,pm10,26.1,µg/m³
FR15039,Isère,2020-12-16T02:00:00+01:00,pm25,20.8,µg/m³
FR15039,Isère,2020-12-16T02:00:00+01:00,no2,36.2,µg/m³
FR15039,Isère,2020-12-16T02:00:00+01:00,pm10,27.7,µg/m³
FR15039,Isère,2020-12-16T01:00:00+01:00,no2,36.9,µg/m³
FR15039,Isère,2020-12-16T01:00:00+01:00,pm10,29.9,µg/m³
FR15039,Isère,2020-12-16T01:00:00+01:00,pm25,18.6,µg/m³
FR15039,Isère,2020-12-16T00:00:00+01:00,pm10,28.8,µg/m³
FR15039,Isère,2020-12-16T00:00:00+01:00,pm25,20.8,µg/m³
FR15039,Isère,2020-12-16T00:00:00+01:00,no2,38.3,µg/m³
FR15039,Isère,2020-12-15T23:00:00+01:00,pm10,29.2,µg/m³
FR15039,Isère,2020-12-15T23:00:00+01:00,pm25,21.6,µg/m³
FR15039,Isère,2020-12-15T23:00:00+01:00,no2,38.8,µg/m³
FR15039,Isère,2020-12-15T22:00:00+01:00,no2,42.5,µg/m³
FR15039,Isère,2020-12-15T22:00:00+01:00,pm25,21.4,µg/m³
FR15039,Isère,2020-12-15T22:00:00+01:00,pm10,34,µg/m³
FR15039,Isère,2020-12-15T21:00:00+01:00,pm10,28.8,µg/m³
FR15039,Isère,2020-12-15T21:00:00+01:00,no2,51.8,µg/m³
FR15039,Isère,2020-12-15T21:00:00+01:00,pm25,21.1,µg/m³
FR15039,Isère,2020-12-15T20:00:00+01:00,no2,56.4,µg/m³
FR15039,Isère,2020-12-15T20:00:00+01:00,pm25,20.1,µg/m³
FR15039,Isère,2020-12-15T20:00:00+01:00,pm10,34.8,µg/m³
FR15039,Isère,2020-12-15T19:00:00+01:00,pm10,36.7,µg/m³
FR15039,Isère,2020-12-15T19:00:00+01:00,pm25,20.2,µg/m³
FR15039,Isère,2020-12-15T19:00:00+01:00,no2,59.2,µg/m³
FR15039,Isère,2020-12-15T18:00:00+01:00,no2,62.2,µg/m³
FR15039,Isère,2020-12-15T18:00:00+01:00,pm25,23.6,µg/m³
FR15039,Isère,2020-12-15T18:00:00+01:00,pm10,53.8,µg/m³
FR15039,Isère,2020-12-15T17:00:00+01:00,no2,65.7,µg/m³
FR15039,Isère,2020-12-15T17:00:00+01:00,pm10,43.8,µg/m³
FR15039,Isère,2020-12-15T17:00:00+01:00,pm25,18.9,µg/m³
FR15039,Isère,2020-12-15T16:00:00+01:00,pm10,33.7,µg/m³
FR15039,Isère,2020-12-15T16:00:00+01:00,no2,56.5,µg/m³
FR15039,Isère,2020-12-15T16:00:00+01:00,pm25,16.4,µg/m³
FR15039,Isère,2020-12-15T15:00:00+01:00,pm25,16.8,µg/m³
FR15039,Isère,2020-12-15T15:00:00+01:00,no2,49.6,µg/m³
FR15039,Isère,2020-12-15T15:00:00+01:00,pm10,27.6,µg/m³
FR15039,Isère,2020-12-15T14:00:00+01:00,pm25,10.9,µg/m³
FR15039,Isère,2020-12-15T14:00:00+01:00,pm10,25.2,µg/m³
FR15039,Isère,2020-12-15T14:00:00+01:00,no2,51.7,µg/m³
FR15039,Isère,2020-12-15T13:00:00+01:00,pm10,29.8,µg/m³
FR15039,Isère,2020-12-15T13:00:00+01:00,no2,54.2,µg/m³
FR15039,Isère,2020-12-15T13:00:00+01:00,pm25,9.8,µg/m³
FR15039,Isère,2020-12-15T12:00:00+01:00,pm10,25.3,µg/m³
FR15039,Isère,2020-12-15T12:00:00+01:00,no2,61.1,µg/m³
FR15039,Isère,2020-12-15T12:00:00+01:00,pm25,14.5,µg/m³
FR15039,Isère,2020-12-15T11:00:00+01:00,pm10,24,µg/m³
FR15039,Isère,2020-12-15T11:00:00+01:00,pm25,16.7,µg/m³
FR15039,Isère,2020-12-15T11:00:00+01:00,no2,58.2,µg/m³
FR15039,Isère,2020-12-15T10:00:00+01:00,pm25,13.6,µg/m³
FR15039,Isère,2020-12-15T10:00:00+01:00,no2,52.1,µg/m³
FR15039,Isère,2020-12-15T10:00:00+01:00,pm10,21.7,µg/m³
FR15039,Isère,2020-12-15T09:00:00+01:00,no2,53.7,µg/m³
FR15039,Isère,2020-12-15T09:00:00+01:00,pm25,9,µg/m³
FR15039,Isère,2020-12-15T09:00:00+01:00,pm10,19.5,µg/m³
FR15039,Isère,2020-12-15T08:00:00+01:00,no2,48.9,µg/m³
FR15039,Isère,2020-12-15T08:00:00+01:00,pm10,32.2,µg/m³
FR15039,Isère,2020-12-15T08:00:00+01:00,pm25,16.8,µg/m³
FR15039,Isère,2020-12-15T07:00:00+01:00,no2,47.3,µg/m³
FR15039,Isère,2020-12-15T07:00:00+01:00,pm10,26.7,µg/m³
FR15039,Isère,2020-12-15T07:00:00+01:00,pm25,10.7,µg/m³
FR15039,Isère,2020-12-15T06:00:00+01:00,pm10,16.8,µg/m³
FR15039,Isère,2020-12-15T06:00:00+01:00,pm25,11.9,µg/m³
FR15039,Isère,2020-12-15T06:00:00+01:00,no2,40.7,µg/m³
FR15039,Isère,2020-12-15T05:00:00+01:00,pm10,23.5,µg/m³
FR15039,Isère,2020-12-15T05:00:00+01:00,pm25,13.9,µg/m³
FR15039,Isère,2020-12-15T05:00:00+01:00,no2,30.3,µg/m³
FR15039,Isère,2020-12-15T04:00:00+01:00,pm10,21.3,µg/m³
FR15039,Isère,2020-12-15T04:00:00+01:00,no2,34.8,µg/m³
FR15039,Isère,2020-12-15T04:00:00+01:00,pm25,15.6,µg/m³
FR15039,Isère,2020-12-15T03:00:00+01:00,no2,40.5,µg/m³
FR15039,Isère,2020-12-15T03:00:00+01:00,pm25,18.6,µg/m³
FR15039,Isère,2020-12-15T03:00:00+01:00,pm10,30.2,µg/m³
FR15039,Isère,2020-12-15T02:00:00+01:00,pm10,25.9,µg/m³
FR15039,Isère,2020-12-15T02:00:00+01:00,pm25,20.3,µg/m³
FR15039,Isère,2020-12-15T02:00:00+01:00,no2,39.1,µg/m³
FR15039,Isère,2020-12-15T01:00:00+01:00,no2,38.9,µg/m³
FR15039,Isère,2020-12-15T01:00:00+01:00,pm25,17.9,µg/m³
FR15039,Isère,2020-12-15T01:00:00+01:00,pm10,26.9,µg/m³
FR15039,Isère,2020-12-15T00:00:00+01:00,pm10,31.8,µg/m³
FR15039,Isère,2020-12-15T00:00:00+01:00,pm25,21.1,µg/m³
FR15039,Isère,2020-12-15T00:00:00+01:00,no2,45.6,µg/m³
FR15039,Isère,2020-12-14T23:00:00+01:00,pm25,18.8,µg/m³
FR15039,Isère,2020-12-14T23:00:00+01:00,no2,50.6,µg/m³
FR15039,Isère,2020-12-14T23:00:00+01:00,pm10,32.1,µg/m³
FR15039,Isère,2020-12-14T22:00:00+01:00,pm10,39.5,µg/m³
FR15039,Isère,2020-12-14T22:00:00+01:00,pm25,23.4,µg/m³
FR15039,Isère,2020-12-14T22:00:00+01:00,no2,52.8,µg/m³
FR15039,Isère,2020-12-14T21:00:00+01:00,no2,59.8,µg/m³
FR15039,Isère,2020-12-14T21:00:00+01:00,pm10,50.3,µg/m³
FR15039,Isère,2020-12-14T21:00:00+01:00,pm25,20.5,µg/m³
FR15039,Isère,2020-12-14T20:00:00+01:00,pm25,20.1,µg/m³
FR15039,Isère,2020-12-14T20:00:00+01:00,no2,69,µg/m³
FR15039,Isère,2020-12-14T20:00:00+01:00,pm10,61.8,µg/m³
FR15039,Isère,2020-12-14T19:00:00+01:00,pm25,13.3,µg/m³
FR15039,Isère,2020-12-14T19:00:00+01:00,no2,84.1,µg/m³
FR15039,Isère,2020-12-14T19:00:00+01:00,pm10,56.1,µg/m³
FR15039,Isère,2020-12-14T18:00:00+01:00,pm10,60.3,µg/m³
FR15039,Isère,2020-12-14T18:00:00+01:00,pm25,15,µg/m³
FR15039,Isère,2020-12-14T18:00:00+01:00,no2,75.7,µg/m³
FR15039,Isère,2020-12-14T17:00:00+01:00,pm10,42,µg/m³
FR15039,Isère,2020-12-14T17:00:00+01:00,pm25,8.5,µg/m³
FR15039,Isère,2020-12-14T17:00:00+01:00,no2,75,µg/m³
FR15039,Isère,2020-12-14T16:00:00+01:00,pm10,44.7,µg/m³
FR15039,Isère,2020-12-14T16:00:00+01:00,no2,65.4,µg/m³
FR15039,Isère,2020-12-14T16:00:00+01:00,pm25,7.8,µg/m³
FR15039,Isère,2020-12-14T15:00:00+01:00,pm25,7.4,µg/m³
FR15039,Isère,2020-12-14T15:00:00+01:00,no2,60.5,µg/m³
FR15039,Isère,2020-12-14T15:00:00+01:00,pm10,38.9,µg/m³
FR15039,Isère,2020-12-14T14:00:00+01:00,no2,54.2,µg/m³
FR15039,Isère,2020-12-14T14:00:00+01:00,pm25,9.6,µg/m³
FR15039,Isère,2020-12-14T14:00:00+01:00,pm10,45.6,µg/m³
FR15039,Isère,2020-12-14T13:00:00+01:00,no2,56.6,µg/m³
FR15039,Isère,2020-12-14T13:00:00+01:00,pm25,15.8,µg/m³
FR15039,Isère,2020-12-14T13:00:00+01:00,pm10,41,µg/m³
FR15039,Isère,2020-12-14T12:00:00+01:00,no2,57,µg/m³
FR15039,Isère,2020-12-14T12:00:00+01:00,pm25,15,µg/m³
FR15039,Isère,2020-12-14T12:00:00+01:00,pm10,37.3,µg/m³
FR15039,Isère,2020-12-14T11:00:00+01:00,no2,45.6,µg/m³
FR15039,Isère,2020-12-14T11:00:00+01:00,pm25,12.6,µg/m³
FR15039,Isère,2020-12-14T11:00:00+01:00,pm10,37,µg/m³
FR15039,Isère,2020-12-14T10:00:00+01:00,pm25,12.9,µg/m³
FR15039,Isère,2020-12-14T10:00:00+01:00,pm10,22.4,µg/m³
FR15039,Isère,2020-12-14T10:00:00+01:00,no2,47,µg/m³
FR15039,Isère,2020-12-14T09:00:00+01:00,pm25,15,µg/m³
FR15039,Isère,2020-12-14T09:00:00+01:00,no2,53.4,µg/m³
FR15039,Isère,2020-12-14T09:00:00+01:00,pm10,32.8,µg/m³
FR15039,Isère,2020-12-14T08:00:00+01:00,pm25,10.7,µg/m³
FR15039,Isère,2020-12-14T08:00:00+01:00,pm10,19.3,µg/m³
FR15039,Isère,2020-12-14T08:00:00+01:00,no2,61.2,µg/m³
FR15039,Isère,2020-12-14T07:00:00+01:00,no2,44.6,µg/m³
FR15039,Isère,2020-12-14T07:00:00+01:00,pm25,9.5,µg/m³
FR15039,Isère,2020-12-14T07:00:00+01:00,pm10,17.8,µg/m³
FR15039,Isère,2020-12-14T06:00:00+01:00,pm25,11.9,µg/m³
FR15039,Isère,2020-12-14T06:00:00+01:00,pm10,16.1,µg/m³
FR15039,Isère,2020-12-14T06:00:00+01:00,no2,30.9,µg/m³
FR15039,Isère,2020-12-14T05:00:00+01:00,no2,22.6,µg/m³
FR15039,Isère,2020-12-14T05:00:00+01:00,pm10,21.5,µg/m³
FR15039,Isère,2020-12-14T05:00:00+01:00,pm25,12.5,µg/m³
FR15039,Isère,2020-12-14T04:00:00+01:00,no2,20.9,µg/m³
FR15039,Isère,2020-12-14T04:00:00+01:00,pm10,19.2,µg/m³
FR15039,Isère,2020-12-14T04:00:00+01:00,pm25,16.7,µg/m³
FR15039,Isère,2020-12-14T03:00:00+01:00,pm25,14,µg/m³
FR15039,Isère,2020-12-14T03:00:00+01:00,pm10,20.9,µg/m³
FR15039,Isère,2020-12-14T03:00:00+01:00,no2,20.9,µg/m³
FR15039,Isère,2020-12-14T02:00:00+01:00,no2,23.1,µg/m³
FR15039,Isère,2020-12-14T02:00:00+01:00,pm25,11.4,µg/m³
FR15039,Isère,2020-12-14T02:00:00+01:00,pm10,20.4,µg/m³
FR15039,Isère,2020-12-14T01:00:00+01:00,pm10,28,µg/m³
FR15039,Isère,2020-12-14T01:00:00+01:00,pm25,18.5,µg/m³
FR15039,Isère,2020-12-14T01:00:00+01:00,no2,24.3,µg/m³
FR15039,Isère,2020-12-14T00:00:00+01:00,no2,32.3,µg/m³
FR15039,Isère,2020-12-14T00:00:00+01:00,pm25,17,µg/m³
FR15039,Isère,2020-12-14T00:00:00+01:00,pm10,22.6,µg/m³
FR15039,Isère,2020-12-13T23:00:00+01:00,pm10,32.7,µg/m³
FR15039,Isère,2020-12-13T23:00:00+01:00,no2,37.3,µg/m³
FR15039,Isère,2020-12-13T23:00:00+01:00,pm25,20.4,µg/m³
FR15039,Isère,2020-12-13T22:00:00+01:00,pm25,20.2,µg/m³
FR15039,Isère,2020-12-13T22:00:00+01:00,no2,42.2,µg/m³
FR15039,Isère,2020-12-13T22:00:00+01:00,pm10,32.6,µg/m³
FR15039,Isère,2020-12-13T21:00:00+01:00,no2,49.7,µg/m³
FR15039,Isère,2020-12-13T21:00:00+01:00,pm25,18.2,µg/m³
FR15039,Isère,2020-12-13T21:00:00+01:00,pm10,25.4,µg/m³
FR15039,Isère,2020-12-13T20:00:00+01:00,pm25,16.2,µg/m³
FR15039,Isère,2020-12-13T20:00:00+01:00,pm10,27.5,µg/m³
FR15039,Isère,2020-12-13T20:00:00+01:00,no2,56,µg/m³
FR15039,Isère,2020-12-13T19:00:00+01:00,pm25,12.8,µg/m³
FR15039,Isère,2020-12-13T19:00:00+01:00,no2,54.2,µg/m³
FR15039,Isère,2020-12-13T19:00:00+01:00,pm10,30.2,µg/m³
FR15039,Isère,2020-12-11T05:00:00+01:00,pm25,20.7,µg/m³
FR15039,Isère,2020-12-11T05:00:00+01:00,pm10,26.8,µg/m³
FR15039,Isère,2020-12-11T05:00:00+01:00,no2,38.3,µg/m³
FR15039,Isère,2020-12-11T04:00:00+01:00,pm25,22.9,µg/m³
FR15039,Isère,2020-12-11T04:00:00+01:00,no2,33.6,µg/m³
FR15039,Isère,2020-12-11T04:00:00+01:00,pm10,30.9,µg/m³
FR15039,Isère,2020-12-11T03:00:00+01:00,pm10,33.7,µg/m³
FR15039,Isère,2020-12-11T03:00:00+01:00,no2,32.4,µg/m³
FR15039,Isère,2020-12-11T03:00:00+01:00,pm25,25.4,µg/m³
FR15039,Isère,2020-12-11T02:00:00+01:00,no2,32.5,µg/m³
FR15039,Isère,2020-12-11T02:00:00+01:00,pm10,32.2,µg/m³
FR15039,Isère,2020-12-11T02:00:00+01:00,pm25,29.9,µg/m³
FR15039,Isère,2020-12-11T01:00:00+01:00,no2,36.7,µg/m³
FR15039,Isère,2020-12-11T01:00:00+01:00,pm25,26.6,µg/m³
FR15039,Isère,2020-12-11T01:00:00+01:00,pm10,37.3,µg/m³
FR15039,Isère,2020-12-11T00:00:00+01:00,pm25,27,µg/m³
FR15039,Isère,2020-12-11T00:00:00+01:00,pm10,41.8,µg/m³
FR15039,Isère,2020-12-11T00:00:00+01:00,no2,39.5,µg/m³
FR15039,Isère,2020-12-10T12:00:00+01:00,pm10,47.3,µg/m³
FR15039,Isère,2020-12-10T12:00:00+01:00,pm25,18,µg/m³
FR15039,Isère,2020-12-10T12:00:00+01:00,no2,57.6,µg/m³
FR15039,Isère,2020-12-10T11:00:00+01:00,no2,55.2,µg/m³
FR15039,Isère,2020-12-10T11:00:00+01:00,pm10,51,µg/m³
FR15039,Isère,2020-12-10T11:00:00+01:00,pm25,17.6,µg/m³
FR15039,Isère,2020-12-10T10:00:00+01:00,pm10,50,µg/m³
FR15039,Isère,2020-12-10T10:00:00+01:00,no2,64,µg/m³
FR15039,Isère,2020-12-10T10:00:00+01:00,pm25,17.1,µg/m³
FR15039,Isère,2020-12-10T09:00:00+01:00,pm10,38.5,µg/m³
FR15039,Isère,2020-12-10T09:00:00+01:00,pm25,14.3,µg/m³
FR15039,Isère,2020-12-10T09:00:00+01:00,no2,71.3,µg/m³
FR15039,Isère,2020-12-10T08:00:00+01:00,pm10,24.7,µg/m³
FR15039,Isère,2020-12-10T08:00:00+01:00,no2,67.7,µg/m³
FR15039,Isère,2020-12-10T08:00:00+01:00,pm25,9.5,µg/m³
FR15039,Isère,2020-12-10T07:00:00+01:00,pm10,22,µg/m³
FR15039,Isère,2020-12-10T07:00:00+01:00,pm25,8.4,µg/m³
FR15039,Isère,2020-12-10T07:00:00+01:00,no2,55.3,µg/m³
FR15039,Isère,2020-12-10T06:00:00+01:00,pm25,8.4,µg/m³
FR15039,Isère,2020-12-10T06:00:00+01:00,pm10,20.5,µg/m³
FR15039,Isère,2020-12-10T06:00:00+01:00,no2,40.1,µg/m³
FR15039,Isère,2020-12-10T05:00:00+01:00,pm25,11.2,µg/m³
FR15039,Isère,2020-12-10T05:00:00+01:00,no2,47.6,µg/m³
FR15039,Isère,2020-12-10T05:00:00+01:00,pm10,17.6,µg/m³
FR15039,Isère,2020-12-10T04:00:00+01:00,pm25,14.2,µg/m³
FR15039,Isère,2020-12-10T04:00:00+01:00,pm10,16.6,µg/m³
FR15039,Isère,2020-12-10T04:00:00+01:00,no2,34.1,µg/m³
FR15039,Isère,2020-12-10T03:00:00+01:00,no2,27.8,µg/m³
FR15039,Isère,2020-12-10T03:00:00+01:00,pm10,20,µg/m³
FR15039,Isère,2020-12-10T03:00:00+01:00,pm25,9.8,µg/m³
FR15039,Isère,2020-12-10T02:00:00+01:00,pm10,20.2,µg/m³
FR15039,Isère,2020-12-10T02:00:00+01:00,pm25,8.6,µg/m³
FR15039,Isère,2020-12-10T02:00:00+01:00,no2,29.7,µg/m³
FR15039,Isère,2020-12-10T01:00:00+01:00,pm25,8.9,µg/m³
FR15039,Isère,2020-12-10T01:00:00+01:00,pm10,17.6,µg/m³
FR15039,Isère,2020-12-10T01:00:00+01:00,no2,27.7,µg/m³
FR15039,Isère,2020-12-10T00:00:00+01:00,pm10,13.5,µg/m³
FR15039,Isère,2020-12-10T00:00:00+01:00,pm25,7.2,µg/m³
FR15039,Isère,2020-12-10T00:00:00+01:00,no2,22.5,µg/m³
FR15039,Isère,2020-12-09T21:00:00+01:00,pm25,12,µg/m³
FR15039,Isère,2020-12-09T21:00:00+01:00,no2,28.1,µg/m³
FR15039,Isère,2020-12-09T21:00:00+01:00,pm10,24.2,µg/m³
FR15039,Isère,2020-12-09T20:00:00+01:00,pm10,22.5,µg/m³
FR15039,Isère,2020-12-09T20:00:00+01:00,pm25,9.2,µg/m³
FR15039,Isère,2020-12-09T20:00:00+01:00,no2,42.2,µg/m³
FR15039,Isère,2020-12-09T19:00:00+01:00,pm25,9.1,µg/m³
FR15039,Isère,2020-12-09T19:00:00+01:00,no2,48.2,µg/m³
FR15039,Isère,2020-12-09T19:00:00+01:00,pm10,24.3,µg/m³
FR15039,Isère,2020-12-09T18:00:00+01:00,pm25,8.7,µg/m³
FR15039,Isère,2020-12-09T18:00:00+01:00,pm10,25,µg/m³
FR15039,Isère,2020-12-09T18:00:00+01:00,no2,50.3,µg/m³
FR15039,Isère,2020-12-09T17:00:00+01:00,pm25,8.2,µg/m³
FR15039,Isère,2020-12-09T17:00:00+01:00,no2,44.7,µg/m³
FR15039,Isère,2020-12-09T17:00:00+01:00,pm10,28.9,µg/m³
FR15039,Isère,2020-12-09T16:00:00+01:00,pm10,21.2,µg/m³
FR15039,Isère,2020-12-09T16:00:00+01:00,no2,38.8,µg/m³
FR15039,Isère,2020-12-09T16:00:00+01:00,pm25,7.3,µg/m³
FR15039,Isère,2020-12-09T15:00:00+01:00,pm25,4.5,µg/m³
FR15039,Isère,2020-12-09T15:00:00+01:00,pm10,24.3,µg/m³
FR15039,Isère,2020-12-09T15:00:00+01:00,no2,28.7,µg/m³
FR15039,Isère,2020-12-09T14:00:00+01:00,no2,30.7,µg/m³
FR15039,Isère,2020-12-09T14:00:00+01:00,pm10,20.7,µg/m³
FR15039,Isère,2020-12-09T14:00:00+01:00,pm25,6.9,µg/m³
FR15039,Isère,2020-12-09T13:00:00+01:00,no2,23.4,µg/m³
FR15039,Isère,2020-12-09T13:00:00+01:00,pm10,16,µg/m³
FR15039,Isère,2020-12-09T13:00:00+01:00,pm25,6.5,µg/m³
FR15039,Isère,2020-12-09T12:00:00+01:00,no2,28.4,µg/m³
FR15039,Isère,2020-12-09T12:00:00+01:00,pm10,12,µg/m³
FR15039,Isère,2020-12-09T12:00:00+01:00,pm25,6.7,µg/m³
FR15039,Isère,2020-12-09T11:00:00+01:00,pm25,9.9,µg/m³
FR15039,Isère,2020-12-09T11:00:00+01:00,no2,27.4,µg/m³
FR15039,Isère,2020-12-09T11:00:00+01:00,pm10,14.7,µg/m³
FR15039,Isère,2020-12-09T10:00:00+01:00,no2,32.9,µg/m³
FR15039,Isère,2020-12-09T10:00:00+01:00,pm10,17.5,µg/m³
FR15039,Isère,2020-12-09T10:00:00+01:00,pm25,7.4,µg/m³
FR15039,Isère,2020-12-09T09:00:00+01:00,no2,40.9,µg/m³
FR15039,Isère,2020-12-09T09:00:00+01:00,pm10,14.1,µg/m³
FR15039,Isère,2020-12-09T09:00:00+01:00,pm25,6.9,µg/m³
FR15039,Isère,2020-12-09T08:00:00+01:00,no2,39.2,µg/m³
FR15039,Isère,2020-12-09T08:00:00+01:00,pm25,7.1,µg/m³
FR15039,Isère,2020-12-09T08:00:00+01:00,pm10,10,µg/m³
FR15039,Isère,2020-12-09T07:00:00+01:00,pm10,10.8,µg/m³
FR15039,Isère,2020-12-09T07:00:00+01:00,no2,25.4,µg/m³
FR15039,Isère,2020-12-09T07:00:00+01:00,pm25,5.1,µg/m³
FR15039,Isère,2020-12-09T06:00:00+01:00,pm10,8.4,µg/m³
FR15039,Isère,2020-12-09T06:00:00+01:00,pm25,4.9,µg/m³
FR15039,Isère,2020-12-09T06:00:00+01:00,no2,16.5,µg/m³
FR15039,Isère,2020-12-09T05:00:00+01:00,pm10,6.6,µg/m³
FR15039,Isère,2020-12-09T05:00:00+01:00,no2,21.2,µg/m³
FR15039,Isère,2020-12-09T05:00:00+01:00,pm25,2.4,µg/m³
FR15039,Isère,2020-12-09T04:00:00+01:00,pm10,7.4,µg/m³
FR15039,Isère,2020-12-09T04:00:00+01:00,no2,17.2,µg/m³
FR15039,Isère,2020-12-09T04:00:00+01:00,pm25,1.5,µg/m³
FR15039,Isère,2020-12-09T03:00:00+01:00,pm10,7.8,µg/m³
FR15039,Isère,2020-12-09T03:00:00+01:00,pm25,1.4,µg/m³
FR15039,Isère,2020-12-09T02:00:00+01:00,pm10,7.2,µg/m³
FR15039,Isère,2020-12-09T02:00:00+01:00,pm25,2.7,µg/m³
FR15039,Isère,2020-12-09T01:00:00+01:00,pm25,2.8,µg/m³
FR15039,Isère,2020-12-09T01:00:00+01:00,no2,11.3,µg/m³
FR15039,Isère,2020-12-09T01:00:00+01:00,pm10,7.9,µg/m³
FR15039,Isère,2020-12-09T00:00:00+01:00,pm25,1.5,µg/m³
FR15039,Isère,2020-12-09T00:00:00+01:00,pm10,7.5,µg/m³
FR15039,Isère,2020-12-09T00:00:00+01:00,no2,10.6,µg/m³
FR15039,Isère,2020-12-08T21:00:00+01:00,pm25,15.2,µg/m³
FR15039,Isère,2020-12-08T21:00:00+01:00,no2,17.9,µg/m³
FR15039,Isère,2020-12-08T21:00:00+01:00,pm10,15.5,µg/m³
FR15039,Isère,2020-12-08T20:00:00+01:00,pm10,37.6,µg/m³
FR15039,Isère,2020-12-08T20:00:00+01:00,no2,49.2,µg/m³
FR15039,Isère,2020-12-08T20:00:00+01:00,pm25,22.4,µg/m³
FR15039,Isère,2020-12-08T19:00:00+01:00,pm25,23.5,µg/m³
FR15039,Isère,2020-12-08T19:00:00+01:00,no2,68.4,µg/m³
FR15039,Isère,2020-12-08T19:00:00+01:00,pm10,37,µg/m³
FR15039,Isère,2020-12-08T18:00:00+01:00,pm25,23,µg/m³
FR15039,Isère,2020-12-08T18:00:00+01:00,no2,70.4,µg/m³
FR15039,Isère,2020-12-08T18:00:00+01:00,pm10,37.2,µg/m³
FR15039,Isère,2020-12-08T17:00:00+01:00,pm25,20,µg/m³
FR15039,Isère,2020-12-08T17:00:00+01:00,pm10,51.6,µg/m³
FR15039,Isère,2020-12-08T17:00:00+01:00,no2,72.5,µg/m³
FR15039,Isère,2020-12-08T16:00:00+01:00,no2,64.2,µg/m³
FR15039,Isère,2020-12-08T16:00:00+01:00,pm25,18.1,µg/m³
